"Region" "Disease" "SimMn_NbRCTs" "Sim95_NbRCTs" "SimMn_PrRCTs" "Sim95_PrRCTs"
"1" "Central.Europe..Eastern.Europe..and.Central.Asia" "Tuberculosis" 3972.4365401266 6888.56076886077 0.00262434421922724 0.0045154814993146
"2" "Central.Europe..Eastern.Europe..and.Central.Asia" "HIV/AIDS" 16112.4227120299 21957.5044912026 0.0104972756832619 0.0142909590107521
"3" "Central.Europe..Eastern.Europe..and.Central.Asia" "Diarrhea, lower respiratory infections, meningitis, and other common infectious diseases" 115849.071221592 137750.441390977 0.0779025162704272 0.0923394228980857
"4" "Central.Europe..Eastern.Europe..and.Central.Asia" "Malaria" 503.094250515479 2121.7353625171 0.000332785270702997 0.00139717467321174
"5" "Central.Europe..Eastern.Europe..and.Central.Asia" "Neglected tropical diseases excluding malaria" 3963.45344656834 9105.01986416362 0.00262852641193729 0.00602889533058914
"6" "Central.Europe..Eastern.Europe..and.Central.Asia" "Maternal disorders" 28470.9426117426 50174.4272906376 0.018960903129865 0.0332097621793733
"7" "Central.Europe..Eastern.Europe..and.Central.Asia" "Neonatal disorders" 17888.0009643643 41850.2707317811 0.011909679052032 0.0279063399449673
"8" "Central.Europe..Eastern.Europe..and.Central.Asia" "Nutritional deficiencies" 18297.6956583213 30671.4252920485 0.0121530783913443 0.0203029177878071
"9" "Central.Europe..Eastern.Europe..and.Central.Asia" "Sexually transmitted diseases excluding HIV" 28428.1115735213 100079.80088923 0.0177426367125596 0.0659562271261746
"10" "Central.Europe..Eastern.Europe..and.Central.Asia" "Hepatitis" 13396.7270189539 20353.7406691459 0.00893131283355995 0.0135944535038279
"11" "Central.Europe..Eastern.Europe..and.Central.Asia" "Leprosy" 1335.91388613554 3355.9506414478 0.000885402019597137 0.00224707876918689
"12" "Central.Europe..Eastern.Europe..and.Central.Asia" "Neoplasms" 222688.704049408 243150.931197808 0.136166690003255 0.147696826865692
"13" "Central.Europe..Eastern.Europe..and.Central.Asia" "Cardiovascular and circulatory diseases" 324533.174689742 359454.033708775 0.217531466091031 0.239206868267183
"14" "Central.Europe..Eastern.Europe..and.Central.Asia" "Chronic respiratory diseases" 170439.8843296 185230.502007653 0.114061999993121 0.124437498355007
"15" "Central.Europe..Eastern.Europe..and.Central.Asia" "Cirrhosis of the liver" 8996.31304876705 16154.1900790732 0.0060031868880534 0.0107758681430132
"16" "Central.Europe..Eastern.Europe..and.Central.Asia" "Digestive diseases (except cirrhosis)" 77228.0241186587 106954.914664886 0.0530093734884964 0.0729645004914464
"17" "Central.Europe..Eastern.Europe..and.Central.Asia" "Neurological disorders" 77789.2077421649 93462.6175171911 0.0526147547373687 0.0634422577884124
"18" "Central.Europe..Eastern.Europe..and.Central.Asia" "Mental and behavioral disorders" 92065.6378325499 104665.112734706 0.0620634975037171 0.0706520672293455
"19" "Central.Europe..Eastern.Europe..and.Central.Asia" "Diabetes, urinary diseases and male infertility" 244132.307105584 270424.859135378 0.161928776844888 0.179581440648428
"20" "Central.Europe..Eastern.Europe..and.Central.Asia" "Gynecological diseases" 21410.383725745 39256.6374765453 0.0144683990854163 0.0264393463005806
"21" "Central.Europe..Eastern.Europe..and.Central.Asia" "Hemoglobinopathies and hemolytic anemias" 942.217671702164 3616.99877315667 0.000620419053001628 0.00239404031705714
"22" "Central.Europe..Eastern.Europe..and.Central.Asia" "Musculoskeletal disorders" 113899.010840543 130277.410197939 0.0755261092688164 0.0861113280963638
"23" "Central.Europe..Eastern.Europe..and.Central.Asia" "Congenital anomalies" 1904.76224227941 6034.38941556029 0.00125040206973501 0.00393441723841293
"24" "Central.Europe..Eastern.Europe..and.Central.Asia" "Skin and subcutaneous diseases" 64566.1146976885 84601.9210240641 0.0437519131025537 0.0571927711893596
"25" "Central.Europe..Eastern.Europe..and.Central.Asia" "Sense organ diseases" 51765.4880900829 63462.0048673534 0.0347366515506666 0.042564418872446
"26" "Central.Europe..Eastern.Europe..and.Central.Asia" "Oral disorders" 31650.5179444447 76961.7457173385 0.02108988975429 0.0509055430620154
"27" "Central.Europe..Eastern.Europe..and.Central.Asia" "Sudden infant death syndrome" 18674.2354815032 778.025 0.0101529783654175 0.000527988856091691
"28" "Central.Europe..Eastern.Europe..and.Central.Asia" "All" 1490288.74893554 1542790.74222813 NA NA
"29" "High.income" "Tuberculosis" 26136.5249888521 57541.5402054467 0.00133712087638242 0.00295490492572496
"30" "High.income" "HIV/AIDS" 314495.671283727 395336.683354015 0.0159225423794221 0.0200539851094525
"31" "High.income" "Diarrhea, lower respiratory infections, meningitis, and other common infectious diseases" 1460833.25921257 1713038.39289853 0.0765429551656143 0.0893577920800309
"32" "High.income" "Malaria" 12244.1859963746 32583.4176911976 0.00062713635039551 0.00165288228136711
"33" "High.income" "Neglected tropical diseases excluding malaria" 77722.1194802182 158026.854816654 0.00399629966696308 0.00812380630267516
"34" "High.income" "Maternal disorders" 515757.830446161 808924.512053766 0.0267068906000099 0.0415371501616929
"35" "High.income" "Neonatal disorders" 358165.281322899 699781.820439578 0.018471924212266 0.0361625546307081
"36" "High.income" "Nutritional deficiencies" 209639.60370615 374308.593068337 0.0108028957751479 0.0192595993516421
"37" "High.income" "Sexually transmitted diseases excluding HIV" 491983.522510048 1527238.25970096 0.0231270603494564 0.0775875569651022
"38" "High.income" "Hepatitis" 180011.376134897 273997.91730318 0.00929547022175456 0.0141863033935572
"39" "High.income" "Leprosy" 24072.8874099326 53082.3640984982 0.00123608656227866 0.00275001222513854
"40" "High.income" "Neoplasms" 4541191.8917435 4881429.98383243 0.216766748803732 0.23134975580755
"41" "High.income" "Cardiovascular and circulatory diseases" 3112528.06908868 3450140.80254135 0.162459894406907 0.179423539603019
"42" "High.income" "Chronic respiratory diseases" 1103578.68201963 1244579.47941574 0.0576901507639477 0.0652470310206417
"43" "High.income" "Cirrhosis of the liver" 154693.037474279 252555.673123121 0.00800107004807959 0.0131541914117179
"44" "High.income" "Digestive diseases (except cirrhosis)" 1038215.40819686 1440600.32793787 0.055574622359522 0.0770499339216739
"45" "High.income" "Neurological disorders" 1099251.51615801 1322762.96983954 0.0579404066856184 0.0697497580239602
"46" "High.income" "Mental and behavioral disorders" 1902445.34771756 2086368.070134 0.100561672099902 0.110919685125731
"47" "High.income" "Diabetes, urinary diseases and male infertility" 2727494.37410059 3044816.97462903 0.140887373597512 0.157426198500901
"48" "High.income" "Gynecological diseases" 607257.335404531 880746.174730507 0.0318072193906366 0.0459435325282668
"49" "High.income" "Hemoglobinopathies and hemolytic anemias" 17703.1652726712 50688.3058147939 0.000903660286582083 0.00256432912690157
"50" "High.income" "Musculoskeletal disorders" 1223103.46960216 1429479.00406572 0.0634298258181991 0.0738460828792084
"51" "High.income" "Congenital anomalies" 39913.6289604365 95724.8811754911 0.00202613852278454 0.00480873517120247
"52" "High.income" "Skin and subcutaneous diseases" 748547.212982799 1013753.71048044 0.0394946180881186 0.0536861208452094
"53" "High.income" "Sense organ diseases" 798239.473530717 957608.412614886 0.0417749216943085 0.0500114767903918
